"","wgcna_module_name","gene","annotation"
"11100","brown","SCAMP1-AS1","Synaptic Membrane"
"11101","brown","LOC100996251","Synaptic Membrane"
"11102","brown","NLRC3","Synaptic Membrane"
"11103","brown","GOLGA6D","Synaptic Membrane"
"11104","brown","OR52W1","Synaptic Membrane"
"11105","brown","LOC101927356","Synaptic Membrane"
"11106","brown","CHST8","Synaptic Membrane"
"11107","brown","DHCR7","Synaptic Membrane"
"11108","brown","YAF2","Synaptic Membrane"
"11109","brown","SCUBE2","Synaptic Membrane"
"11110","brown","MRPL36","Synaptic Membrane"
"11111","brown","LINC02495","Synaptic Membrane"
"11112","brown","SMDT1","Synaptic Membrane"
"11113","brown","CIB4","Synaptic Membrane"
"11114","brown","KSR2","Synaptic Membrane"
"11115","brown","LOC105373764","Synaptic Membrane"
"11116","brown","LOC105377763","Synaptic Membrane"
"11117","brown","TMEM26-AS1","Synaptic Membrane"
"11118","brown","FGF4","Synaptic Membrane"
"11119","brown","PRAMEF12","Synaptic Membrane"
"11120","brown","ATRNL1","Synaptic Membrane"
"11121","brown","SIGLECL1","Synaptic Membrane"
"11122","brown","CAPN5","Synaptic Membrane"
"11123","brown","FAM69B","Synaptic Membrane"
"11124","brown","LOC284412","Synaptic Membrane"
"11125","brown","BHLHE22","Synaptic Membrane"
"11126","brown","LMO3","Synaptic Membrane"
"11127","brown","DNASE1L2","Synaptic Membrane"
"11128","brown","TERB1","Synaptic Membrane"
"11129","brown","SPRY4-AS1","Synaptic Membrane"
"11130","brown","EP300-AS1","Synaptic Membrane"
"11131","brown","XYLT1","Synaptic Membrane"
"11132","brown","ERCC2","Synaptic Membrane"
"11133","brown","DNAJC9-AS1","Synaptic Membrane"
"11134","brown","RRP7A","Synaptic Membrane"
"11135","brown","PSG7","Synaptic Membrane"
"11136","brown","NOXO1","Synaptic Membrane"
"11137","brown","GATA6","Synaptic Membrane"
"11138","brown","CEP164","Synaptic Membrane"
"11139","brown","FAM50B","Synaptic Membrane"
"11140","brown","LINC01564","Synaptic Membrane"
"11141","brown","LINC01108","Synaptic Membrane"
"11142","brown","TMEM108","Synaptic Membrane"
"11143","brown","ANKRD30B","Synaptic Membrane"
"11144","brown","LINC02056","Synaptic Membrane"
"11145","brown","POMT2","Synaptic Membrane"
"11146","brown","DCTN1-AS1","Synaptic Membrane"
"11147","brown","C4orf54","Synaptic Membrane"
"11148","brown","FAM83C-AS1","Synaptic Membrane"
"11149","brown","NR1I3","Synaptic Membrane"
"11150","brown","RFTN1","Synaptic Membrane"
"11151","brown","TAS2R42","Synaptic Membrane"
"11152","brown","LOC100133920","Synaptic Membrane"
"11153","brown","LOC102723345","Synaptic Membrane"
"11154","brown","LOC100287175","Synaptic Membrane"
"11155","brown","ACRV1","Synaptic Membrane"
"11156","brown","MMAB","Synaptic Membrane"
"11157","brown","PCA3","Synaptic Membrane"
"11158","brown","CERKL","Synaptic Membrane"
"11159","brown","ELP4","Synaptic Membrane"
"11160","brown","INSRR","Synaptic Membrane"
"11161","brown","OPTC","Synaptic Membrane"
"11162","brown","DLX6-AS1","Synaptic Membrane"
"11163","brown","C16orf91","Synaptic Membrane"
"11164","brown","SYNE1","Synaptic Membrane"
"11165","brown","RAB11B-AS1","Synaptic Membrane"
"11166","brown","AP3D1","Synaptic Membrane"
"11167","brown","MIR210HG","Synaptic Membrane"
"11168","brown","LINC02182","Synaptic Membrane"
"11169","brown","DICER1-AS1","Synaptic Membrane"
"11170","brown","PPP1R7","Synaptic Membrane"
"11171","brown","LINC01771","Synaptic Membrane"
"11172","brown","CRYGA","Synaptic Membrane"
"11173","brown","LOC101928823","Synaptic Membrane"
"11174","brown","TRHDE-AS1","Synaptic Membrane"
"11175","brown","SPRR2G","Synaptic Membrane"
"11176","brown","LANCL1","Synaptic Membrane"
"11177","brown","GUCA1A","Synaptic Membrane"
"11178","brown","ELDR","Synaptic Membrane"
"11179","brown","AP1M2","Synaptic Membrane"
"11180","brown","LINC00637","Synaptic Membrane"
"11181","brown","ISX-AS1","Synaptic Membrane"
"11182","brown","HOXD1","Synaptic Membrane"
"11183","brown","OAZ3","Synaptic Membrane"
"11184","brown","CLRN1-AS1","Synaptic Membrane"
"11185","brown","C19orf12","Synaptic Membrane"
"11186","brown","SPAG16","Synaptic Membrane"
"11187","brown","PATE1","Synaptic Membrane"
"11188","brown","IDI2","Synaptic Membrane"
"11189","brown","STAU2-AS1","Synaptic Membrane"
"11190","brown","GBP6","Synaptic Membrane"
"11191","brown","SUGT1P1","Synaptic Membrane"
"11192","brown","PRH1-PRR4","Synaptic Membrane"
"11193","brown","TCP10L","Synaptic Membrane"
"11194","brown","BSN-DT","Synaptic Membrane"
"11195","brown","STAB2","Synaptic Membrane"
"11196","brown","KCNA4","Synaptic Membrane"
"11197","brown","ITGA9-AS1","Synaptic Membrane"
"11198","brown","FAM228A","Synaptic Membrane"
"11199","brown","GNB1","Synaptic Membrane"
"11200","brown","PTPMT1","Synaptic Membrane"
"11201","brown","SMUG1","Synaptic Membrane"
"11202","brown","DPH3P1","Synaptic Membrane"
"11203","brown","TPM1","Synaptic Membrane"
"11204","brown","PRICKLE2","Synaptic Membrane"
"11205","brown","ZAN","Synaptic Membrane"
"11206","brown","TEK","Synaptic Membrane"
"11207","brown","LACTBL1","Synaptic Membrane"
"11208","brown","ST8SIA3","Synaptic Membrane"
"11209","brown","C1QL3","Synaptic Membrane"
"11210","brown","AZIN1-AS1","Synaptic Membrane"
"11211","brown","C11orf80","Synaptic Membrane"
"11212","brown","MIR137HG","Synaptic Membrane"
"11213","brown","MIR663AHG","Synaptic Membrane"
"11214","brown","PAUPAR","Synaptic Membrane"
"11215","brown","GAL3ST3","Synaptic Membrane"
"11216","brown","SART1","Synaptic Membrane"
"11217","brown","ROPN1L-AS1","Synaptic Membrane"
"11218","brown","CACNG2","Synaptic Membrane"
"11219","brown","FKBP9P1","Synaptic Membrane"
"11220","brown","LOC101927974","Synaptic Membrane"
"11221","brown","PRH2","Synaptic Membrane"
"11222","brown","FASN","Synaptic Membrane"
"11223","brown","TTLL10","Synaptic Membrane"
"11224","brown","CFL1P1","Synaptic Membrane"
"11225","brown","LOC101928659","Synaptic Membrane"
"11226","brown","OR13C5","Synaptic Membrane"
"11227","brown","LRTOMT","Synaptic Membrane"
"11228","brown","BSX","Synaptic Membrane"
"11229","brown","LRRC8B","Synaptic Membrane"
"11230","brown","GYS2","Synaptic Membrane"
"11231","brown","LOC400794","Synaptic Membrane"
"11232","brown","RAB19","Synaptic Membrane"
"11233","brown","ERAL1","Synaptic Membrane"
"11234","brown","CPNE8","Synaptic Membrane"
"11235","brown","PPP1R12B","Synaptic Membrane"
"11236","brown","LOC143666","Synaptic Membrane"
"11237","brown","TBCB","Synaptic Membrane"
"11238","brown","FBLN5","Synaptic Membrane"
"11239","brown","LINC02208","Synaptic Membrane"
"11240","brown","CYP4A22","Synaptic Membrane"
"11241","brown","HMGN3","Synaptic Membrane"
"11242","brown","LOC101930071","Synaptic Membrane"
"11243","brown","SOSTDC1","Synaptic Membrane"
"11244","brown","CFAP99","Synaptic Membrane"
"11245","brown","MRNIP","Synaptic Membrane"
"11246","brown","FUT3","Synaptic Membrane"
"11247","brown","LOC100289361","Synaptic Membrane"
"11248","brown","PAXIP1-AS1","Synaptic Membrane"
"11249","brown","PRSS48","Synaptic Membrane"
"11250","brown","LINGO1-AS1","Synaptic Membrane"
"11251","brown","MALSU1","Synaptic Membrane"
"11252","brown","TRERF1","Synaptic Membrane"
"11253","brown","GDF5OS","Synaptic Membrane"
"11254","brown","TMEM45B","Synaptic Membrane"
"11255","brown","GCLM","Synaptic Membrane"
"11256","brown","NTRK3","Synaptic Membrane"
"11257","brown","LZTS1-AS1","Synaptic Membrane"
"11258","brown","FLNB","Synaptic Membrane"
"11259","brown","GATA2-AS1","Synaptic Membrane"
"11260","brown","RGS21","Synaptic Membrane"
"11261","brown","RASSF6","Synaptic Membrane"
"11262","brown","CCDC170","Synaptic Membrane"
"11263","brown","KIRREL3-AS3","Synaptic Membrane"
"11264","brown","ATP6V1H","Synaptic Membrane"
"11265","brown","CARM1","Synaptic Membrane"
"11266","brown","C9orf163","Synaptic Membrane"
"11267","brown","KCNH6","Synaptic Membrane"
"11268","brown","NOMO1","Synaptic Membrane"
"11269","brown","LOC105376468","Synaptic Membrane"
"11270","brown","PCSK1","Synaptic Membrane"
"11271","brown","CTNNBIP1","Synaptic Membrane"
"11272","brown","G6PC2","Synaptic Membrane"
"11273","brown","HHIP","Synaptic Membrane"
"11274","brown","SERPINB3","Synaptic Membrane"
"11275","brown","ZNF768","Synaptic Membrane"
"11276","brown","HMGB4","Synaptic Membrane"
"11277","brown","SPEM2","Synaptic Membrane"
"11278","brown","POLR2C","Synaptic Membrane"
"11279","brown","ZNF204P","Synaptic Membrane"
"11280","brown","RYR3","Synaptic Membrane"
"11281","brown","HMCES","Synaptic Membrane"
"11282","brown","CDR1","Synaptic Membrane"
"11283","brown","LINC02520","Synaptic Membrane"
"11284","brown","ST3GAL2","Synaptic Membrane"
"11285","brown","LOC105371267","Synaptic Membrane"
"11286","brown","APOO","Synaptic Membrane"
"11287","brown","CUEDC2","Synaptic Membrane"
"11288","brown","HEYL","Synaptic Membrane"
"11289","brown","DCUN1D2","Synaptic Membrane"
"11290","brown","GGT1","Synaptic Membrane"
"11291","brown","LINC02192","Synaptic Membrane"
"11292","brown","FALEC","Synaptic Membrane"
"11293","brown","VPS53","Synaptic Membrane"
"11294","brown","LOC105376114","Synaptic Membrane"
"11295","brown","SGCD","Synaptic Membrane"
"11296","brown","LINC01647","Synaptic Membrane"
"11297","brown","INHBB","Synaptic Membrane"
"11298","brown","CNN3","Synaptic Membrane"
"11299","brown","DAG1","Synaptic Membrane"
"11300","brown","LRRC3B","Synaptic Membrane"
"11301","brown","RPP21","Synaptic Membrane"
"11302","brown","G0S2","Synaptic Membrane"
"11303","brown","FOXP1-AS1","Synaptic Membrane"
"11304","brown","NXPE1","Synaptic Membrane"
"11305","brown","LOC102723883","Synaptic Membrane"
"11306","brown","HCG2040054","Synaptic Membrane"
"11307","brown","MFSD6","Synaptic Membrane"
"11308","brown","DMAP1","Synaptic Membrane"
"11309","brown","ECT2L","Synaptic Membrane"
"11310","brown","RASA4CP","Synaptic Membrane"
"11311","brown","EPHA1","Synaptic Membrane"
"11312","brown","REP15","Synaptic Membrane"
"11313","brown","SERINC4","Synaptic Membrane"
"11314","brown","IQCJ-SCHIP1","Synaptic Membrane"
"11315","brown","TNXA","Synaptic Membrane"
"11316","brown","FAM83H-AS1","Synaptic Membrane"
"11317","brown","LRRTM1","Synaptic Membrane"
"11318","brown","AGTR2","Synaptic Membrane"
"11319","brown","KIAA2012","Synaptic Membrane"
"11320","brown","LINC02572","Synaptic Membrane"
"11321","brown","FAM160A1","Synaptic Membrane"
"11322","brown","ACSBG2","Synaptic Membrane"
"11323","brown","ALLC","Synaptic Membrane"
"11324","brown","GHRH","Synaptic Membrane"
"11325","brown","PIRT","Synaptic Membrane"
"11326","brown","ZNF512B","Synaptic Membrane"
"11327","brown","GLIS3","Synaptic Membrane"
"11328","brown","SERPINC1","Synaptic Membrane"
"11329","brown","PTP4A3","Synaptic Membrane"
"11330","brown","SEMA5A-AS1","Synaptic Membrane"
"11331","brown","LINC01740","Synaptic Membrane"
"11332","brown","PXMP4","Synaptic Membrane"
"11333","brown","TNKS1BP1","Synaptic Membrane"
"11334","brown","MUC15","Synaptic Membrane"
"11335","brown","NOL12","Synaptic Membrane"
"11336","brown","LOC101926915","Synaptic Membrane"
"11337","brown","MEG8","Synaptic Membrane"
"11338","brown","ELFN1-AS1","Synaptic Membrane"
"11339","brown","PMS2P2","Synaptic Membrane"
"11340","brown","SLC25A38","Synaptic Membrane"
"11341","brown","ATP2B4","Synaptic Membrane"
"11342","brown","FAM181A","Synaptic Membrane"
"11343","brown","COL6A2","Synaptic Membrane"
"11344","brown","LHCGR","Synaptic Membrane"
"11345","brown","SNCA-AS1","Synaptic Membrane"
"11346","brown","GCG","Synaptic Membrane"
"11347","brown","SMAD1-AS2","Synaptic Membrane"
"11348","brown","NALCN-AS1","Synaptic Membrane"
"11349","brown","MTFR1L","Synaptic Membrane"
"11350","brown","ASPHD2","Synaptic Membrane"
"11351","brown","CELF3","Synaptic Membrane"
"11352","brown","MAST4-AS1","Synaptic Membrane"
"11353","brown","TNKS2-AS1","Synaptic Membrane"
"11354","brown","ECEL1P2","Synaptic Membrane"
"11355","brown","LINC01460","Synaptic Membrane"
"11356","brown","LOC101927354","Synaptic Membrane"
"11357","brown","NRXN3","Synaptic Membrane"
"11358","brown","ATP1B4","Synaptic Membrane"
"11359","brown","SOX21","Synaptic Membrane"
"11360","brown","IL17B","Synaptic Membrane"
"11361","brown","AKAP2","Synaptic Membrane"
"11362","brown","LOC100506844","Synaptic Membrane"
"11363","brown","MAPK9","Synaptic Membrane"
"11364","brown","C18orf32","Synaptic Membrane"
"11365","brown","HSD11B2","Synaptic Membrane"
"11366","brown","BTG3","Synaptic Membrane"
"11367","brown","OR7E14P","Synaptic Membrane"
"11368","brown","WDR60","Synaptic Membrane"
"11369","brown","TRIM46","Synaptic Membrane"
"11370","brown","MMP25","Synaptic Membrane"
"11371","brown","COPG2IT1","Synaptic Membrane"
"11372","brown","VAV3-AS1","Synaptic Membrane"
"11373","brown","TBC1D22B","Synaptic Membrane"
"11374","brown","LOC102724612","Synaptic Membrane"
"11375","brown","RIPPLY1","Synaptic Membrane"
"11376","brown","CACYBP","Synaptic Membrane"
"11377","brown","CACNG1","Synaptic Membrane"
"11378","brown","PODXL","Synaptic Membrane"
"11379","brown","TCEAL5","Synaptic Membrane"
"11380","brown","SUSD4","Synaptic Membrane"
"11381","brown","TMEM272","Synaptic Membrane"
"11382","brown","CCDC185","Synaptic Membrane"
"11383","brown","GPR52","Synaptic Membrane"
"11384","brown","CYP2C19","Synaptic Membrane"
"11385","brown","MYH4","Synaptic Membrane"
"11386","brown","SPHAR","Synaptic Membrane"
"11387","brown","DLX5","Synaptic Membrane"
"11388","brown","PDE1C","Synaptic Membrane"
"11389","brown","RAET1K","Synaptic Membrane"
"11390","brown","CLIC5","Synaptic Membrane"
"11391","brown","FOXP1","Synaptic Membrane"
"11392","brown","NPPC","Synaptic Membrane"
"11393","brown","ZNF133","Synaptic Membrane"
"11394","brown","YARS","Synaptic Membrane"
"11395","brown","KRT14","Synaptic Membrane"
"11396","brown","FOXP4-AS1","Synaptic Membrane"
"11397","brown","UCMA","Synaptic Membrane"
"11398","brown","LOC731157","Synaptic Membrane"
"11399","brown","WDR25","Synaptic Membrane"
"11400","brown","DENND6B","Synaptic Membrane"
"11401","brown","GFY","Synaptic Membrane"
"11402","brown","C8orf34","Synaptic Membrane"
"11403","brown","LARGE1","Synaptic Membrane"
"11404","brown","CIR1","Synaptic Membrane"
"11405","brown","PIAS4","Synaptic Membrane"
"11406","brown","FOXD1","Synaptic Membrane"
"11407","brown","SPAG8","Synaptic Membrane"
"11408","brown","HES5","Synaptic Membrane"
"11409","brown","ERVV-1","Synaptic Membrane"
"11410","brown","POU3F1","Synaptic Membrane"
"11411","brown","CDH15","Synaptic Membrane"
"11412","brown","SCRN1","Synaptic Membrane"
"11413","brown","ZNF835","Synaptic Membrane"
"11414","brown","SYT11","Synaptic Membrane"
"11415","brown","NPIPA3","Synaptic Membrane"
"11416","brown","TTLL12","Synaptic Membrane"
"11417","brown","NBDY","Synaptic Membrane"
"11418","brown","DSP","Synaptic Membrane"
"11419","brown","KHDRBS3","Synaptic Membrane"
"11420","brown","ZCRB1","Synaptic Membrane"
"11421","brown","CHRM3","Synaptic Membrane"
"11422","brown","ARL4D","Synaptic Membrane"
"11423","brown","MOK","Synaptic Membrane"
"11424","brown","PRSS42","Synaptic Membrane"
"11425","brown","CEBPZOS","Synaptic Membrane"
"11426","brown","C1QTNF2","Synaptic Membrane"
"11427","brown","LINC02076","Synaptic Membrane"
"11428","brown","SYBU","Synaptic Membrane"
"11429","brown","CELF6","Synaptic Membrane"
"11430","brown","ITGA8","Synaptic Membrane"
"11431","brown","SHISA9","Synaptic Membrane"
"11432","brown","PDZK1","Synaptic Membrane"
"11433","brown","HP09053","Synaptic Membrane"
"11434","brown","MAP1LC3B","Synaptic Membrane"
"11435","brown","KCNE2","Synaptic Membrane"
"11436","brown","SNUPN","Synaptic Membrane"
"11437","brown","RBKS","Synaptic Membrane"
"11438","brown","BOK","Synaptic Membrane"
"11439","brown","SH3GL3","Synaptic Membrane"
"11440","brown","LOC100134868","Synaptic Membrane"
"11441","brown","GP5","Synaptic Membrane"
"11442","brown","JPH1","Synaptic Membrane"
"11443","brown","LOC554249","Synaptic Membrane"
"11444","brown","PNLIPRP2","Synaptic Membrane"
"11445","brown","LINC02490","Synaptic Membrane"
"11446","brown","BMP4","Synaptic Membrane"
"11447","brown","LOC441204","Synaptic Membrane"
"11448","brown","NMNAT3","Synaptic Membrane"
"11449","brown","LINC01754","Synaptic Membrane"
"11450","brown","ANKRD13B","Synaptic Membrane"
"11451","brown","CLEC18C","Synaptic Membrane"
"11452","brown","MOAP1","Synaptic Membrane"
"11453","brown","CALN1","Synaptic Membrane"
"11454","brown","FAM210B","Synaptic Membrane"
"11455","brown","MAN2A2","Synaptic Membrane"
"11456","brown","C11orf1","Synaptic Membrane"
"11457","brown","ZBTB8OS","Synaptic Membrane"
"11458","brown","LEF1","Synaptic Membrane"
"11459","brown","KLC3","Synaptic Membrane"
"11460","brown","OCA2","Synaptic Membrane"
"11461","brown","CRB1","Synaptic Membrane"
"11462","brown","APOBEC4","Synaptic Membrane"
"11463","brown","PICART1","Synaptic Membrane"
"11464","brown","PGAM1P5","Synaptic Membrane"
"11465","brown","MAL2","Synaptic Membrane"
"11466","brown","PRSS54","Synaptic Membrane"
"11467","brown","SCHIP1","Synaptic Membrane"
"11468","brown","FERMT2","Synaptic Membrane"
"11469","brown","TIAM2","Synaptic Membrane"
"11470","brown","IAPP","Synaptic Membrane"
"11471","brown","LOC375196","Synaptic Membrane"
"11472","brown","ATP2A2","Synaptic Membrane"
"11473","brown","MFSD2B","Synaptic Membrane"
"11474","brown","LINCR-0001","Synaptic Membrane"
"11475","brown","MPO","Synaptic Membrane"
"11476","brown","HAPLN3","Synaptic Membrane"
"11477","brown","AMER2","Synaptic Membrane"
"11478","brown","ADAM32","Synaptic Membrane"
"11479","brown","LOC100134391","Synaptic Membrane"
"11480","brown","SPATA12","Synaptic Membrane"
"11481","brown","ZNF664-RFLNA","Synaptic Membrane"
"11482","brown","LOC101927056","Synaptic Membrane"
"11483","brown","LINC02170","Synaptic Membrane"
"11484","brown","CMIP","Synaptic Membrane"
"11485","brown","NTHL1","Synaptic Membrane"
"11486","brown","LCA5L","Synaptic Membrane"
"11487","brown","STH","Synaptic Membrane"
"11488","brown","TRIM52-AS1","Synaptic Membrane"
"11489","brown","SAA2","Synaptic Membrane"
"11490","brown","WIZ","Synaptic Membrane"
"11491","brown","AUH","Synaptic Membrane"
"11492","brown","HTT-AS","Synaptic Membrane"
"11493","brown","ZMIZ1-AS1","Synaptic Membrane"
"11494","brown","KLHL4","Synaptic Membrane"
"11495","brown","LOC100131047","Synaptic Membrane"
"11496","brown","CBFA2T3","Synaptic Membrane"
"11497","brown","MFSD14C","Synaptic Membrane"
"11498","brown","B4GALT6","Synaptic Membrane"
"11499","brown","MAPK15","Synaptic Membrane"
"11500","brown","WNT7B","Synaptic Membrane"
"11501","brown","LOC100128386","Synaptic Membrane"
"11502","brown","ATP2C2-AS1","Synaptic Membrane"
"11503","brown","LINC01497","Synaptic Membrane"
"11504","brown","ELMO2","Synaptic Membrane"
"11505","brown","PRKRIP1","Synaptic Membrane"
"11506","brown","FAM155A","Synaptic Membrane"
"11507","brown","HSD3BP4","Synaptic Membrane"
"11508","brown","NEDD8-MDP1","Synaptic Membrane"
"11509","brown","EDAR","Synaptic Membrane"
"11510","brown","ZNF775","Synaptic Membrane"
"11511","brown","PTF1A","Synaptic Membrane"
"11512","brown","ZDHHC22","Synaptic Membrane"
"11513","brown","XG","Synaptic Membrane"
"11514","brown","BBS5","Synaptic Membrane"
"11515","brown","C5orf47","Synaptic Membrane"
"11516","brown","CTNNAL1","Synaptic Membrane"
"11517","brown","GRP","Synaptic Membrane"
"11518","brown","TBC1D27P","Synaptic Membrane"
"11519","brown","POU5F1B","Synaptic Membrane"
"11520","brown","PPP1R11","Synaptic Membrane"
"11521","brown","LINC00271","Synaptic Membrane"
"11522","brown","MRPS2","Synaptic Membrane"
"11523","brown","BCL2L10","Synaptic Membrane"
"11524","brown","SCGB2B2","Synaptic Membrane"
"11525","brown","LOC101928961","Synaptic Membrane"
"11526","brown","B4GALNT1","Synaptic Membrane"
"11527","brown","MFN2","Synaptic Membrane"
"11528","brown","TRPV5","Synaptic Membrane"
"11529","brown","C1orf116","Synaptic Membrane"
"11530","brown","LOC100506124","Synaptic Membrane"
"11531","brown","LINC02148","Synaptic Membrane"
"11532","brown","SH3D19","Synaptic Membrane"
"11533","brown","ZNF205","Synaptic Membrane"
"11534","brown","LOC105375556","Synaptic Membrane"
"11535","brown","CPT1C","Synaptic Membrane"
"11536","brown","CCDC103","Synaptic Membrane"
"11537","brown","LOC103908605","Synaptic Membrane"
"11538","brown","FSTL4","Synaptic Membrane"
"11539","brown","SLC7A9","Synaptic Membrane"
"11540","brown","IAH1","Synaptic Membrane"
"11541","brown","MYO15A","Synaptic Membrane"
"11542","brown","TMEM242","Synaptic Membrane"
"11543","brown","C1orf194","Synaptic Membrane"
"11544","brown","RAPGEF5","Synaptic Membrane"
"11545","brown","LINC01103","Synaptic Membrane"
"11546","brown","CFHR4","Synaptic Membrane"
"11547","brown","MYO1D","Synaptic Membrane"
"11548","brown","LOC101927434","Synaptic Membrane"
"11549","brown","RSPH1","Synaptic Membrane"
"11550","brown","TP53TG3D","Synaptic Membrane"
"11551","brown","SUGP1","Synaptic Membrane"
"11552","brown","LINC01337","Synaptic Membrane"
"11553","brown","FAM81B","Synaptic Membrane"
"11554","brown","PTN","Synaptic Membrane"
"11555","brown","RHEB","Synaptic Membrane"
"11556","brown","HCG20","Synaptic Membrane"
"11557","brown","ADAM21P1","Synaptic Membrane"
"11558","brown","CFAP70","Synaptic Membrane"
"11559","brown","ADAMTS19-AS1","Synaptic Membrane"
"11560","brown","COMMD7","Synaptic Membrane"
"11561","brown","SERINC5","Synaptic Membrane"
"11562","brown","CDC34","Synaptic Membrane"
"11563","brown","COL28A1","Synaptic Membrane"
"11564","brown","TACSTD2","Synaptic Membrane"
"11565","brown","CCND2-AS1","Synaptic Membrane"
"11566","brown","UNG","Synaptic Membrane"
"11567","brown","ELOVL3","Synaptic Membrane"
"11568","brown","CCDC162P","Synaptic Membrane"
"11569","brown","FLJ30679","Synaptic Membrane"
"11570","brown","GPR176","Synaptic Membrane"
"11571","brown","GAL","Synaptic Membrane"
"11572","brown","PEMT","Synaptic Membrane"
"11573","brown","OR7E12P","Synaptic Membrane"
"11574","brown","LINC02055","Synaptic Membrane"
"11575","brown","KCNK3","Synaptic Membrane"
"11576","brown","C5orf49","Synaptic Membrane"
"11577","brown","LINC01182","Synaptic Membrane"
"11578","brown","CYB5B","Synaptic Membrane"
"11579","brown","DDX4","Synaptic Membrane"
"11580","brown","KRT39","Synaptic Membrane"
"11581","brown","LOC100996740","Synaptic Membrane"
"11582","brown","TEX101","Synaptic Membrane"
"11583","brown","NDUFB3","Synaptic Membrane"
"11584","brown","CYP26B1","Synaptic Membrane"
"11585","brown","C1orf87","Synaptic Membrane"
"11586","brown","LOC102724467","Synaptic Membrane"
"11587","brown","GPR15","Synaptic Membrane"
"11588","brown","TNPO2","Synaptic Membrane"
"11589","brown","DDX41","Synaptic Membrane"
"11590","brown","FAM86DP","Synaptic Membrane"
"11591","brown","OPN5","Synaptic Membrane"
"11592","brown","MANBAL","Synaptic Membrane"
"11593","brown","BCR","Synaptic Membrane"
"11594","brown","FAM174B","Synaptic Membrane"
"11595","brown","GRIK4","Synaptic Membrane"
"11596","brown","FEZ1","Synaptic Membrane"
"11597","brown","CEP126","Synaptic Membrane"
"11598","brown","CLDN34","Synaptic Membrane"
"11599","brown","CFAP221","Synaptic Membrane"
"11600","brown","DIO3OS","Synaptic Membrane"
"11601","brown","SLC16A8","Synaptic Membrane"
"11602","brown","C19orf44","Synaptic Membrane"
"11603","brown","CENPBD1P1","Synaptic Membrane"
"11604","brown","LINC01748","Synaptic Membrane"
"11605","brown","SULT1B1","Synaptic Membrane"
"11606","brown","ELOB","Synaptic Membrane"
"11607","brown","ANGPTL1","Synaptic Membrane"
"11608","brown","NAV2","Synaptic Membrane"
"11609","brown","REXO2","Synaptic Membrane"
"11610","brown","UG0898H09","Synaptic Membrane"
"11611","brown","GDI1","Synaptic Membrane"
"11612","brown","ISLR2","Synaptic Membrane"
"11613","brown","CPEB1-AS1","Synaptic Membrane"
"11614","brown","LINC01988","Synaptic Membrane"
"11615","brown","B3GALT6","Synaptic Membrane"
"11616","brown","TEX13D","Synaptic Membrane"
"11617","brown","LOC645752","Synaptic Membrane"
"11618","brown","EXOC3L1","Synaptic Membrane"
"11619","brown","ATP8B2","Synaptic Membrane"
"11620","brown","LPAR3","Synaptic Membrane"
"11621","brown","LNX1-AS2","Synaptic Membrane"
"11622","brown","CFHR1","Synaptic Membrane"
"11623","brown","TGFB2","Synaptic Membrane"
"11624","brown","NECTIN1","Synaptic Membrane"
"11625","brown","KLF5","Synaptic Membrane"
"11626","brown","CATSPER4","Synaptic Membrane"
"11627","brown","SLC15A1","Synaptic Membrane"
"11628","brown","OPRK1","Synaptic Membrane"
"11629","brown","LINC02506","Synaptic Membrane"
"11630","brown","LAMTOR5-AS1","Synaptic Membrane"
"11631","brown","ATP5MF","Synaptic Membrane"
"11632","brown","LOC100128076","Synaptic Membrane"
"11633","brown","ASPH","Synaptic Membrane"
"11634","brown","LINC01341","Synaptic Membrane"
"11635","brown","LOC101928314","Synaptic Membrane"
"11636","brown","FOXG1-AS1","Synaptic Membrane"
"11637","brown","CCDC120","Synaptic Membrane"
"11638","brown","ANKRD66","Synaptic Membrane"
"11639","brown","TSPAN17","Synaptic Membrane"
"11640","brown","SH2B2","Synaptic Membrane"
"11641","brown","FABP4","Synaptic Membrane"
"11642","brown","ATG9B","Synaptic Membrane"
"11643","brown","LINC01105","Synaptic Membrane"
"11644","brown","GNAS-AS1","Synaptic Membrane"
"11645","brown","TMEM105","Synaptic Membrane"
"11646","brown","PRKCZ-AS1","Synaptic Membrane"
"11647","brown","KDF1","Synaptic Membrane"
"11648","brown","EEF2","Synaptic Membrane"
"11649","brown","ATP6V1E2","Synaptic Membrane"
"11650","brown","MATN3","Synaptic Membrane"
"11651","brown","LOC100133077","Synaptic Membrane"
"11652","brown","KCNK18","Synaptic Membrane"
"11653","brown","MAP3K12","Synaptic Membrane"
"11654","brown","CSMD2-AS1","Synaptic Membrane"
"11655","brown","C19orf47","Synaptic Membrane"
"11656","brown","KIAA1549L","Synaptic Membrane"
"11657","brown","ANKRD16","Synaptic Membrane"
"11658","brown","KCNJ8","Synaptic Membrane"
"11659","brown","LINC02197","Synaptic Membrane"
"11660","brown","DAPL1","Synaptic Membrane"
"11661","brown","GPATCH4","Synaptic Membrane"
"11662","brown","MRPL27","Synaptic Membrane"
"11663","brown","USP11","Synaptic Membrane"
"11664","brown","LOC101927699","Synaptic Membrane"
"11665","brown","OR2L13","Synaptic Membrane"
"11666","brown","SLC7A1","Synaptic Membrane"
"11667","brown","DISP3","Synaptic Membrane"
"11668","brown","PMF1","Synaptic Membrane"
"11669","brown","LOC101927066","Synaptic Membrane"
"11670","brown","SYT14P1","Synaptic Membrane"
